#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
 11712	037.79681106	-67.96785607	 212.45	  49.2	 -137.7	-154.1	G6/8III                   	    59.94	                                                	
 11715	037.80534716	-78.36677965	 150.88	  53.9	 -106.8	 -91.9	F5V                       	     4.97	                                                	
 11719	037.81534068	+46.39499155	 108.92	 -81.6	   67.8	 -24.7	A5                        	    14.41	                                                	
 11727	037.84777588	-59.14910902	 200.75	  23.8	 -116.7	-161.6	F5IV/V                    	    10.35	                                                	
 11728	037.85031917	+22.08732044	  39.77	 -28.6	   15.5	 -22.9	G0                        	     0.93	                                                	
 11733	037.86266811	+58.02480516	 190.09	-136.3	  132.2	  -7.7	K2III                     	   163.65	                                                	
 11734	037.86699783	+37.45416373	 139.70	-105.4	   76.4	 -50.7	F0                        	    13.75	                                                	
 11738	037.87534296	+02.26720641	 140.41	 -84.0	   20.6	-110.6	K2 III                    	   252.12	Gliese 9083 (HR 737)                            	
 11739	037.87785190	-20.02828042	  34.84	 -13.2	   -5.1	 -31.8	K6V (k)                   	     0.16	                                                	
 11741	037.88340093	+27.56927574	  88.59	 -65.4	   39.8	 -44.6	F4/5V                     	     8.06	                                                	
 11743	037.88557702	+17.54379814	 112.13	 -78.3	   37.7	 -70.8	F2                        	     2.74	                                                	
 11744	037.88998952	-27.50459509	 133.68	 -38.9	  -32.3	-123.8	A1(M)A7-F2                	    14.14	                                                	
 11745	037.89161268	-56.60117974	 275.86	  23.4	 -154.3	-227.5	K2III                     	    45.52	                                                	
 11746	037.89477518	+55.28745059	 248.73	-181.0	  169.3	 -21.0	A3V                       	    23.65	                                                	
 11749	037.89814537	+31.51334355	  74.15	 -55.4	   36.3	 -33.3	F5   V                    	     2.24	                                                	
 11750	037.90174447	-22.07410137	  92.13	 -32.8	  -15.9	 -84.6	F8                        	     1.01	                                                	
 11752	037.90436979	+37.16277258	 173.23	-130.7	   94.3	 -63.6	F2                        	     5.37	                                                	
 11753	037.90789112	-58.87074576	 155.32	  17.8	  -90.0	-125.4	F6V                       	    12.92	                                                	
 11757	037.91716948	-79.10924936	  86.94	  31.8	  -61.9	 -52.2	G8III                     	    70.28	Mu Hydri (HR 776)                               	
 11759	037.92715543	-15.27316496	  27.86	 -12.0	   -2.4	 -25.0	K2.5V (k)                 	     0.30	                                                	
 11760	037.93079635	+19.29097924	 160.68	-113.7	   57.3	 -98.1	K2                        	    13.44	                                                	
 11762	037.94926270	+21.37530771	 158.54	-113.6	   60.3	 -92.6	K2III                     	    42.57	                                                	
 11765	037.95898879	+38.12190776	 163.30	-123.4	   90.2	 -57.6	K0                        	    60.75	                                                	
 11767	037.94614300	+89.26413778	 132.59	 -65.1	   99.2	  59.1	F8Ib                      	  2634.12	1 Alpha Ursae Minoris (Polaris)                 	
 11770	037.97527292	+46.58554666	 112.54	 -84.5	   70.0	 -25.1	A8V                       	    16.57	                                                	
 11775	037.99011580	+74.65256196	 141.77	 -87.9	  106.5	  32.1	G5                        	     5.14	                                                	
 11776	037.99185020	-51.02610968	  99.76	   1.1	  -50.7	 -85.9	G1V                       	     2.27	                                                	
 11777	037.99330112	-59.11959756	 282.75	  33.1	 -164.5	-227.6	G8III                     	    54.65	                                                	
 11780	038.00052485	-23.08449314	 227.03	 -78.3	  -42.4	-208.9	A9 IV                     	    29.25	                                                	
 11781	038.01208753	+18.37367182	 108.52	 -76.4	   37.4	 -67.4	F5+...                    	     6.84	                                                	
 11783	038.02198890	-15.24431882	  26.69	 -11.6	   -2.3	 -23.9	F5- V                     	     7.70	76 Sigma Ceti                                   	
 11784	038.02556615	+36.14723145	 132.46	-100.0	   70.7	 -50.5	K5III                     	   350.40	14 Trianguli                                    	
 11786	038.02813527	+34.67823633	  67.84	 -51.1	   35.3	 -27.3	F5                        	     3.32	                                                	
 11788	038.03523586	-37.16135358	 133.13	 -22.8	  -47.9	-122.1	G6/8 V + F                	     2.73	                                                	
 11791	038.03931841	-01.03481748	  81.30	 -46.6	    8.3	 -66.1	K1 III                    	    57.68	75 Ceti                                         	
 11793	038.04537413	+09.01450666	  86.20	 -56.0	   19.9	 -62.4	K7                        	     1.05	                                                	
 11794	038.04719518	-32.60632456	 230.69	 -52.9	  -70.5	-213.2	K1 III                    	   187.27	                                                	
 11795	038.04925233	+12.68703029	 163.87	-110.4	   45.3	-112.3	A2Vp                      	     9.39	                                                	
 11796	038.04950376	+55.45820309	  52.36	 -38.1	   35.6	  -4.2	F2/3IV/V                  	     4.52	                                                	
 11797	038.05044561	+22.00702250	  79.14	 -57.0	   30.6	 -45.6	F0IIIp:                   	     6.05	                                                	
 11798	038.05071343	+06.71734445	 171.49	-108.8	   34.6	-128.0	K0                        	    35.32	                                                	
 11799	038.05432372	-63.00549850	 292.66	  48.9	 -179.5	-225.9	K1II/III                  	    51.66	                                                	
 11802	038.06133473	-36.42733818	 142.08	 -25.7	  -49.9	-130.5	K0 III                    	    76.96	HR 742                                          	
 11803	038.06159428	+21.11809935	 140.71	-100.9	   52.9	 -82.6	K0III                     	    25.44	                                                	
 11804	038.06306474	-45.87118409	 178.44	 -10.3	  -81.4	-158.5	G8/K0III                  	    57.52	                                                	
 11805	038.06452322	+32.09867284	 209.52	-157.1	  103.5	 -92.2	G5   III                  	    43.22	                                                	
 11808	038.07037079	+28.56663180	 165.54	-122.9	   75.8	 -81.0	A0V                       	    12.25	                                                	
 11810	038.07928006	-07.16934981	 134.33	 -69.4	    2.8	-115.0	F0 V                      	     5.09	                                                	
 11811	038.09160643	+39.37166677	  71.64	 -54.2	   40.3	 -23.9	G2V                       	     2.60	                                                	
 11812	038.09295909	+40.27250276	 173.29	-131.2	   98.8	 -55.4	A0                        	    50.16	                                                	
 11813	038.09340125	-07.79273873	 130.96	 -66.9	    1.6	-112.6	G0                        	     2.33	                                                	
 11814	038.09574195	+22.33407733	 194.38	-140.4	   75.7	-111.1	F0IV                      	    23.80	                                                	
 11815	038.09624979	+03.38259122	  44.39	 -27.1	    7.0	 -34.5	K5                        	     0.07	                                                	
 11816	038.09676993	+40.08533455	 248.41	-188.0	  141.2	 -80.1	B9                        	    64.08	                                                	
 11817	038.09769414	+70.12729633	 108.48	 -70.8	   80.4	  16.8	F5                        	     5.83	                                                	
 11818	038.10075712	+61.80865418	 186.59	-130.9	  132.9	   4.0	A2IV                      	         	                                                	
 11819	038.10565153	-69.60526000	  68.69	  17.2	  -45.4	 -48.6	G1V                       	     1.63	                                                	
 11820	038.10775575	-23.32960316	 135.56	 -46.5	  -25.9	-124.7	G8 IV                     	     6.66	                                                	
 11821	038.12518861	-27.00306738	  94.76	 -28.4	  -22.5	 -87.6	A4 V                      	     8.09	                                                	
 11825	038.15077593	-18.04364527	 125.37	 -50.7	  -15.4	-113.6	F7/8 V                    	     1.55	                                                	
 11827	038.16094060	+15.16292426	 212.04	-146.1	   64.7	-139.4	F2                        	    10.78	                                                	
 11828	038.16327102	+03.73860371	 133.70	 -82.0	   21.7	-103.4	F4IV/V                    	     7.90	                                                	
 11831	038.17559692	+01.03368590	 121.82	 -72.1	   15.5	 -97.0	G6/8 IV                   	    21.19	                                                	
 11832	038.17724451	+61.45599530	 549.40	-386.6	  390.3	   8.9	O5.5(III)(f) + O7(V)      	   174.97	                                                	Stock 7
 11833	038.18497703	+39.54988847	 265.39	-201.1	  149.4	 -87.6	B8                        	    72.94	                                                	
 11835	038.20593964	-11.41333917	 254.13	-121.0	   -9.4	-223.3	K0 III                    	   113.48	                                                	
 11836	038.20608766	+05.21011434	  65.36	 -40.8	   11.8	 -49.6	F7 V                      	     1.48	                                                	
 11837	038.20592395	+61.37836033	 549.47	-386.9	  390.1	   8.2	O4If+                     	   155.41	                                                	Stock 7
 11839	038.21564998	-10.64020296	 101.69	 -49.2	   -2.7	 -88.9	F6 V                      	     2.81	                                                	
 11840	038.21940874	+34.54245655	  83.08	 -62.7	   42.9	 -33.6	K0III                     	    42.01	HR 738                                          	
 11842	038.22324590	-45.19331530	 229.90	 -15.6	 -103.5	-204.7	A7IV                      	    12.53	                                                	
 11843	038.22562442	+15.03446482	  29.94	 -20.6	    9.1	 -19.7	G0V                       	     3.27	29 Arietis                                      	
 11845	038.22774123	+47.34815777	 124.88	 -93.8	   78.2	 -26.2	G0                        	     1.41	                                                	
 11847	038.23240360	+37.33373884	  63.38	 -48.0	   34.4	 -23.0	F2V                       	     3.63	                                                	
 11848	038.23303742	+54.54450470	 204.80	-150.0	  138.0	 -19.5	A3                        	    24.25	                                                	
 11849	038.23419919	-46.15069849	 119.22	  -6.6	  -54.9	-105.6	F5V                       	     2.17	                                                	
 11851	038.24189740	-49.78640269	 199.86	  -1.5	  -99.5	-173.3	F0V                       	    10.43	                                                	
 11852	038.24439204	-72.68790865	  22.72	   6.5	  -15.4	 -15.3	K3.5V (k)                 	     0.19	Gliese 3167                                     	
 11854	038.24904778	+06.95630765	 178.35	-113.8	   36.1	-132.5	A2V                       	    17.48	                                                	
 11856	038.25481387	+61.43930217	 548.99	-386.5	  389.7	   8.8	A1IV/V                    	    22.97	                                                	Stock 7
 11857	038.25837289	-79.03598753	 248.95	  90.6	 -177.2	-149.5	K0II                      	    49.78	                                                	
 11859	038.26480630	-39.34206910	  74.29	 -10.8	  -28.7	 -67.7	F6 V                      	     1.31	                                                	
 11861	038.26659491	-12.02340295	  91.55	 -43.1	   -4.2	 -80.7	G3 V                      	     1.43	                                                	
 11862	038.26845610	+07.82862849	  34.06	 -21.9	    7.3	 -25.0	M2V                       	     0.05	                                                	
 11865	038.27243712	-10.35155667	  44.83	 -21.9	   -1.1	 -39.1	K1/2 V                    	     0.30	                                                	
 11866	038.27641165	-72.44401334	  51.14	  14.6	  -34.7	 -34.6	G2V                       	     1.69	                                                	
 11867	038.27932877	-34.64992342	 111.65	 -22.9	  -37.1	-102.8	K0/1 III                  	    69.65	Lambda-1 Fornacis (HR 744)                      	
 11869	038.28326638	+29.96470155	 284.80	-213.0	  134.0	-133.5	G8   III                  	   135.48	                                                	
 11870	038.28606167	+58.46226094	 124.88	 -89.7	   86.8	  -4.0	A3III/V:                  	    11.90	                                                	
 11871	038.28870977	+41.81767007	 148.78	-112.8	   86.5	 -43.9	F6                        	    13.19	                                                	
 11873	038.29069868	+42.89633728	  79.01	 -59.8	   46.7	 -22.0	G6                        	     8.47	                                                	
 11874	038.29742034	+70.21332674	 147.63	 -96.4	  109.4	  23.2	F0                        	     8.92	                                                	
 11877	038.30575023	-51.93865861	  39.17	   0.8	  -20.3	 -33.5	G9V Fe+0.4                	     0.71	                                                	
 11878	038.30641762	+59.99958517	 233.50	-166.1	  164.1	  -1.6	A1III-IV                  	    44.81	                                                	
 11879	038.31050652	+62.58146967	 144.13	-100.7	  103.0	   5.0	G8V                       	     9.51	                                                	
 11881	038.31427335	-14.36282913	 100.38	 -44.8	   -7.7	 -89.5	G8 V                      	     7.42	                                                	
 11886	038.31800062	-75.89357419	  81.59	  26.7	  -56.9	 -52.1	F5V                       	    10.21	                                                	
 11889	038.32875649	+52.30897800	 212.90	-157.6	  140.4	 -27.8	A2Vs                      	    81.65	                                                	
 11891	038.33578494	+61.52172052	 549.20	-386.7	  389.8	   9.7	O5V((f))                  	   103.81	                                                	Stock 7
 11892	038.34827184	-72.67191695	 104.03	  29.9	  -70.7	 -70.2	F6IV/V                    	     4.60	                                                	
 11895	038.36573431	+05.70017318	 215.57	-135.9	   39.9	-162.5	K0                        	    64.09	                                                	
 11900	038.38984469	-62.58675044	 272.61	  43.6	 -166.8	-211.1	B9V                       	   166.22	HR 762                                          	
 11904	038.40198647	+18.87999008	  81.57	 -58.0	   28.3	 -49.9	A5                        	    10.37	                                                	
 11905	038.40313756	-32.82641946	 213.88	 -49.1	  -66.7	-197.2	K0 III                    	    43.44	                                                	
 11906	038.41746496	+77.66698818	  35.99	 -21.5	   27.1	   9.9	G5                        	     1.05	                                                	
 11907	038.41768940	-20.00172697	 113.78	 -43.8	  -17.2	-103.6	K1 III                    	    58.31	HR 745                                          	
 11908	038.42177149	-48.38979652	  64.80	  -1.8	  -31.4	 -56.6	F2/5 + G:III              	     2.44	                                                	
 11909	038.43158111	-72.34909154	  60.10	  17.0	  -40.8	 -40.7	F8V                       	     5.92	                                                	
 11912	038.43459530	-62.33761372	  88.76	  13.9	  -54.2	 -68.9	G5                        	     0.88	                                                	
 11913	038.43498611	-54.93351827	  92.25	   5.5	  -50.5	 -77.0	G2V                       	     1.73	                                                	
 11915	038.45370618	-19.61189167	  57.05	 -22.2	   -8.4	 -51.9	G5 V                      	     1.08	                                                	
 11917	038.46023583	-29.93341340	  66.29	 -17.7	  -18.4	 -61.2	F3/5 V                    	     4.61	                                                	
 11918	038.46130175	-28.23234018	 146.42	 -42.1	  -37.5	-135.1	A0IV                      	   258.70	Omega Fornacis                                  	
 11919	038.46349206	-60.98273935	  49.08	   6.8	  -29.4	 -38.7	F5V                       	     4.38	                                                	
 11923	038.47224551	+49.50623711	  49.77	 -37.3	   31.8	  -8.7	G0                        	     1.85	                                                	
 11924	038.47612586	+31.58071975	  90.22	 -67.9	   43.8	 -40.1	G0   III                  	     4.81	                                                	
 11925	038.47757340	-51.09349605	  57.91	   0.5	  -29.7	 -49.7	F6V                       	     9.48	HR 755                                          	
 11927	038.48070740	-12.33704561	  80.81	 -37.9	   -4.2	 -71.2	F3 IV/V                   	     9.51	                                                	
 11928	038.48190661	-32.19747761	  72.70	 -17.3	  -22.2	 -67.0	G2/3 V                    	     2.74	                                                	
 11930	038.49314416	+71.29441516	 103.37	 -66.8	   76.8	  18.0	K0                        	    40.48	                                                	
 11932	038.49435183	+59.21216432	 177.21	-126.9	  123.7	  -3.4	K1   III                  	   111.32	                                                	
 11934	038.50452829	-65.60958315	 111.21	  22.1	  -70.6	 -83.0	G1/3IV/V                  	     1.93	                                                	
 11941	038.51471339	+12.18094759	  43.27	 -29.2	   11.5	 -29.8	G1V                       	     1.77	                                                	
 11942	038.52206669	+32.45206145	 193.87	-146.4	   95.6	 -83.8	K0                        	    43.63	                                                	
 11944	038.52842889	-74.02338745	 246.09	  74.7	 -169.3	-162.2	A2mA4-A7                  	    50.75	                                                	
 11948	038.53703290	-14.62210852	 115.20	 -51.4	   -9.5	-102.7	F6 V                      	     4.02	                                                	
 11949	038.54307742	+42.78572711	  32.16	 -24.4	   18.9	  -9.0	G3                        	     0.90	                                                	
 11950	038.54393157	-31.52376747	 100.87	 -25.0	  -30.0	 -93.0	A9 V                      	     7.73	                                                	
 11952	038.54588618	-12.38384230	 108.59	 -51.0	   -5.8	 -95.7	F0 V                      	     1.45	                                                	
 11954	038.54815225	-33.11721293	  42.01	  -9.6	  -13.3	 -38.7	F7 V                      	     1.55	                                                	
 11956	038.55919909	+33.79282570	 206.53	-156.4	  104.5	 -85.3	K0                        	   144.40	                                                	
 11957	038.56519951	-81.49664669	 204.74	  80.2	 -148.0	-116.6	F5V                       	     7.78	                                                	
 11958	038.57097485	-37.50183196	  70.03	 -12.0	  -25.8	 -64.0	G3 V                      	     1.04	                                                	
 11959	038.57354568	+35.15020786	 158.54	-120.3	   82.3	 -62.3	A2                        	    24.14	                                                	
 11964	038.59383106	-43.79563841	  11.60	  -1.0	   -5.1	 -10.4	K7V                       	     0.07	Gliese 103                                      	
 11965	038.59529426	-42.31631493	  64.79	  -7.1	  -27.4	 -58.3	G8IV/V                    	     0.49	                                                	
 11966	038.59642171	-06.30619575	  99.07	 -52.6	    2.6	 -83.9	F8                        	     2.09	                                                	
 11971	038.60800590	+11.60488229	 109.97	 -74.0	   28.2	 -76.3	A0                        	    19.26	                                                	
 11972	038.61167221	-77.04608821	  59.80	  20.3	  -42.1	 -37.3	K5                        	     0.35	                                                	
 11973	038.61032655	-33.84732419	  76.12	 -16.7	  -24.8	 -70.0	G0/1 V                    	     1.86	                                                	
 11976	038.61966846	+23.50118210	 115.68	 -84.7	   46.0	 -64.0	K0III                     	     8.24	                                                	
 11978	038.62715209	+76.71827419	 270.74	-164.1	  203.6	  70.3	M0                        	         	                                                	
 11979	038.63449512	-29.94965793	  94.35	 -25.3	  -26.3	 -87.0	F6 V                      	     4.39	                                                	
 11980	038.63128200	+88.47114281	 153.08	 -76.4	  114.7	  66.5	A5                        	    10.95	                                                	
 11981	038.63744168	+33.91565872	  92.69	 -70.3	   47.0	 -38.1	F5                        	     2.94	                                                	
 11983	038.64469104	+05.44770596	  42.10	 -26.6	    7.5	 -31.8	K3.  V                    	     0.23	                                                	
 11984	038.64849557	+67.74301446	 171.16	-114.8	  125.3	  20.3	G5                        	    36.01	                                                	
 11986	038.64946894	-21.93035003	 176.43	 -64.4	  -31.5	-161.2	K0 III                    	    62.56	                                                	
 11989	038.65352583	-42.17171823	  48.61	  -5.4	  -20.5	 -43.8	K0                        	     0.29	                                                	
 11990	038.65521019	-38.82708380	 134.48	 -20.9	  -51.7	-122.4	G2 V                      	     2.27	                                                	
 11993	038.66111640	+24.89281784	 125.26	 -92.4	   51.6	 -67.0	F0                        	     5.85	                                                	
 11995	038.66362731	+22.96792889	 224.37	-163.9	   87.7	-125.6	A5                        	    17.67	                                                	
 11997	038.66787059	+50.06577463	 277.39	-207.7	  178.1	 -45.7	B9                        	   111.22	                                                	
 12002	038.67745731	-07.85928859	 140.03	 -72.4	    0.6	-119.9	K2 III                    	   194.47	77 Ceti                                         	
 12004	038.67965149	+34.08417153	 128.66	 -97.6	   65.3	 -52.5	F0                        	    13.63	                                                	
 12005	038.68313141	-18.78893886	  45.17	 -18.1	   -6.3	 -40.9	K6V                       	     0.13	                                                	
 12007	038.69788259	-61.06222458	 234.07	  32.4	 -140.8	-184.1	G8/K0III                  	    19.16	                                                	
 12016	038.74880997	-42.11285144	 301.48	 -34.0	 -127.1	-271.3	M4III                     	   388.09	                                                	
 12018	038.75706280	-82.23573636	  68.76	  27.5	  -49.9	 -38.5	G2V                       	     4.68	                                                	
 12022	038.76724802	+07.47129563	 118.54	 -76.8	   24.1	 -87.1	G6III                     	    61.17	HR 751                                          	
 12023	038.76744531	-17.28956686	 223.73	 -93.8	  -26.9	-201.3	AP CREUSR                 	    38.18	                                                	
 12025	038.76995258	+14.55098156	  82.41	 -57.1	   24.0	 -54.4	F8                        	     1.27	                                                	
 12027	038.77426964	-62.39943565	 168.15	  26.2	 -103.0	-130.3	A0V                       	    14.37	                                                	
 12030	038.78099056	+66.04939256	 199.96	-136.3	  145.2	  18.4	K0                        	    81.41	                                                	
 12034	038.79327415	+04.12386963	  55.79	 -34.8	    8.9	 -42.7	F6/7 V                    	     1.59	                                                	
 12036	038.79552694	-28.69761839	 167.00	 -47.6	  -44.3	-153.8	A3 IV                     	    16.51	                                                	
 12039	038.79827445	+49.86035388	 195.66	-146.8	  125.1	 -32.7	A4V                       	    24.27	                                                	
 12040	038.79874019	+51.18893665	  53.85	 -40.2	   34.9	  -7.9	F8                        	     0.53	                                                	
 12041	038.80252842	-09.41696126	  97.00	 -48.8	   -1.7	 -83.8	G5                        	     0.76	                                                	
 12044	038.81620540	-59.68428859	 180.36	  21.6	 -106.6	-143.8	F5V                       	     5.33	                                                	
 12046	038.82212963	+39.17271561	  88.96	 -67.9	   49.3	 -29.6	G5                        	     1.97	                                                	
 12047	038.82310259	-60.83693299	 242.91	  32.8	 -145.9	-191.4	K0III                     	    48.00	                                                	
 12048	038.83341705	-03.55953953	  38.93	 -21.8	    2.3	 -32.2	G8 IV + F                 	     2.64	79 Ceti                                         	
 12049	038.83690887	+13.14277294	 184.93	-126.7	   50.5	-124.9	G5                        	    28.63	                                                	
 12053	038.84279278	+30.68088191	 189.61	-143.1	   89.5	 -86.3	K0   V                    	    23.73	                                                	
 12054	038.84695561	-02.46241648	 126.88	 -72.2	    9.3	-103.9	G8 V                      	     5.95	                                                	
 12055	038.85195144	-09.35074005	 132.21	 -66.7	   -2.3	-114.2	A0 V                      	    23.89	                                                	
 12057	038.86619953	+39.66446196	 195.04	-148.9	  108.8	 -63.3	B8IV                      	   163.62	HR 746                                          	
 12059	038.87798326	+63.24324289	 276.19	-192.8	  197.3	  13.0	G5V                       	   138.30	                                                	
 12060	038.88125566	-50.85334899	 178.43	   0.4	  -91.5	-153.2	G8III                     	    60.78	                                                	
 12061	038.88397950	+26.43947445	 157.25	-117.1	   67.1	 -80.7	G5                        	     4.69	                                                	
 12062	038.88553641	+59.79252590	  55.41	 -39.6	   38.7	  -0.5	G5V                       	     0.76	                                                	
 12065	038.89554191	-04.76676434	  38.97	 -21.4	    1.7	 -32.5	K4:V                      	     0.17	                                                	
 12067	038.89766282	+61.10640896	  46.81	 -33.2	   33.0	   0.6	G3V                       	     0.89	                                                	
 12069	038.90834962	-49.56443179	 175.81	  -2.7	  -88.0	-152.2	F2V                       	    10.94	                                                	
 12070	038.91015060	-14.94496252	 162.25	 -72.4	  -14.8	-144.4	K0/1 III                  	    66.55	                                                	
 12072	038.91142603	+37.31229059	 189.74	-144.9	  101.8	 -68.2	K3IIIb                    	   357.68	HR 748                                          	
 12078	038.92660889	-85.01699118	 179.21	  77.2	 -131.7	 -93.9	K1III                     	    54.84	                                                	
 12081	038.92869510	+63.63489108	  71.90	 -50.1	   51.5	   3.8	F5                        	     3.74	                                                	
 12083	038.93242516	+68.36780059	 165.55	-110.6	  121.4	  21.4	F5II-III                  	    51.03	                                                	
 12084	038.93432009	-26.69680496	 133.79	 -41.6	  -32.4	-123.0	F5 V                      	     5.28	                                                	
 12086	038.94499590	+34.68768421	 188.23	-143.4	   96.2	 -74.9	M3IIIa                    	         	15 Trianguli                                    	
 12087	038.94820358	+06.60427195	  46.09	 -29.7	    8.8	 -34.2	K4:V                      	     0.17	                                                	
 12088	038.95363973	-19.88626977	  80.91	 -31.7	  -12.6	 -73.4	G3 V                      	     0.90	                                                	
 12092	038.96830922	-08.56555333	 157.21	 -80.7	   -1.3	-134.9	G2 V                      	     5.58	                                                	
 12093	038.96870387	+05.59330143	 104.20	 -66.3	   18.4	 -78.2	G3III                     	   133.96	78 Nu Ceti                                      	
 12094	038.97060872	-03.00798448	  96.03	 -54.3	    6.2	 -78.9	G3/5 V                    	     2.97	                                                	
 12096	038.97142617	+35.08330260	 114.03	 -86.9	   58.7	 -44.7	G5                        	     1.69	                                                	
 12097	038.97146466	+20.22022474	  13.58	  -9.8	    4.8	  -8.0	M3V                       	     0.02	Gliese 104                                      	
 12099	038.97771485	+31.14008843	  65.32	 -49.4	   31.1	 -29.3	G0V                       	     2.39	                                                	
 12100	038.97898597	+37.05834064	 122.95	 -93.9	   65.6	 -44.6	G5                        	    21.02	                                                	
 12102	038.98643217	-17.63266873	  63.16	 -26.4	   -8.0	 -56.8	G3 V                      	     6.33	                                                	
 12107	039.00028394	-07.83145295	 142.04	 -74.0	    0.2	-121.3	M0/1  III                 	         	80 Ceti                                         	
 12109	039.00305352	-27.17795728	  31.80	  -9.7	   -7.9	 -29.2	K3.5V (k)                 	     0.21	                                                	
 12110	039.00301137	-23.52135811	  21.26	  -7.4	   -4.3	 -19.4	K3.5V (k)                 	     0.27	Gliese 1048 A                                   	
 12111	039.00534282	+13.75509057	 196.77	-135.9	   54.8	-131.4	F6III                     	    42.26	                                                	
 12112	039.00725468	-53.04598930	 164.41	   5.0	  -87.9	-138.9	K2III                     	    14.34	                                                	
 12113	039.01046496	+06.43251180	 114.43	 -73.6	   21.4	 -85.0	A5                        	    17.26	                                                	
 12114	039.01596871	+06.88336442	   7.18	  -4.6	    1.4	  -5.3	K3V                       	     0.28	Gliese 105 A                                    	
 12117	039.03086100	-44.75895447	 187.17	 -15.0	  -84.7	-166.2	G8III                     	    22.62	                                                	
 12118	039.03238614	-10.91876697	  92.99	 -45.6	   -3.7	 -81.0	G3 V                      	     0.98	                                                	
 12119	039.03285396	-28.21870554	  41.53	 -12.2	  -10.9	 -38.2	G9V                       	     0.78	                                                	
 12120	039.03350357	-46.25449634	 122.39	  -7.4	  -57.3	-107.9	F8V                       	     4.08	                                                	
 12121	039.03300142	+79.72907531	 258.84	-150.6	  195.0	  79.3	G5                        	    86.07	                                                	
 12122	039.03865178	-30.04496362	 177.59	 -48.1	  -50.5	-163.3	G8/K0 III                 	   195.72	Iota-1 Fornacis (HR 767)                        	
 12125	039.04984468	+15.14879843	 220.75	-154.2	   65.1	-143.9	K0                        	    27.35	                                                	
 12126	039.05474564	-10.25650984	  69.19	 -34.4	   -2.2	 -60.0	                          	     0.27	                                                	
 12129	039.05710720	-04.48717666	 127.77	 -70.7	    5.7	-106.3	F0 V                      	     3.17	                                                	
 12130	039.05790418	-55.51735376	 157.89	  10.0	  -88.0	-130.7	F2IV                      	     6.93	                                                	
 12132	039.07034495	+67.51283403	  65.17	 -43.9	   47.6	   7.6	F3IV                      	     4.69	                                                	
 12133	039.07222238	-21.36192972	 222.78	 -83.8	  -39.2	-202.7	K0 III                    	    33.77	                                                	
 12135	039.07865988	-38.72979544	 218.52	 -35.0	  -84.5	-198.4	K0 III                    	    47.05	                                                	
